State,City,Neighborhood,total population,number of males,number of females,number of people under 5,number of people aged 5-9,number of people aged 10-14,number of people aged 15-19,number of people aged 20-24,number of people aged 25-34,number of people aged 35-44,number of people aged 45-54,number of people aged 55-59,number of people aged 60-64,number of people aged 65-74,number of people aged 75-84,number of people aged over 85,median aged,number of white people,number of black people,number of native american people,number of asain people(including indian and chinese),number of indian people,number of chinese people,number of pacific islander,number of employeed people 16 and over,number of commuters who drive to work,number of commuter who carpool to work,number of commuter who took public transport to work,number of commuters who walk to work,number of commuters who work from home,people with health insurance,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,number of people 25 years or older who have high school degree,number of poeple 25 years or older who have an associates degree,number of people 25 years or older who have a bachelors degree,number of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,number of people born in the US,number of people born outside the US,number of naturalized citizens,number of non-citizens,number of people with a disability,Vibe,Activities,Gentrification_Flag
California,Los Angeles,Cypress Park,44897.0,23097.0,21800.0,2373.0,2494.0,1871.0,1966.0,2491.0,8495.0,7148.0,6003.0,3034.0,2673.0,4139.0,1592.0,618.0,38.7,17169.0,817.0,1084.0,6643.0,217.0,1141.0,6.0,26452.0,14198.0,2397.0,1257.0,398.0,4451.0,41035.0,29.7,16200.0,17095.0,40.0,897.0,487.0,872.0,1127.0,1548.0,2020.0,2143.0,1577.0,6384.0,6367.0,1941.0,8382.0,5181.0,88329.0,1934.0,29287.0,15543.0,9255.0,6288.0,4836.0,"Up-and-coming, hip, and artsy.",Walk along the LA River Path. Visit Frogtown Brewery for craft beers. Explore Heritage Square Museum for Victorian-era homes.,1.0
California,Los Angeles,Downtown Arts District,9273.0,5367.0,3906.0,152.0,101.0,146.0,163.0,400.0,2762.0,1433.0,1286.0,547.0,632.0,873.0,302.0,476.0,41.2,3111.0,1925.0,25.0,2210.0,64.0,461.0,25.0,5309.0,1913.0,169.0,661.0,561.0,1024.0,8323.0,33.1,6100.0,7176.0,18.0,1378.0,226.0,65.0,290.0,271.0,372.0,392.0,222.0,3942.0,1248.0,503.0,2243.0,1323.0,26550.0,1567.0,6452.0,2803.0,1642.0,1161.0,2191.0,Urban and edgy with a creative buzz.,Admire street art and murals. Visit Hauser & Wirth art gallery. Dine at trendy restaurants like Bestia.,1.0
California,Los Angeles,Downtown Bunker Hill,14533.5,7791.5,6742.0,848.5,704.5,796.0,834.0,1030.5,3842.5,2346.5,1670.0,585.5,514.5,793.5,437.0,130.5,36.65,3785.0,1893.0,119.0,2531.0,112.0,490.0,0.0,8162.0,2933.5,596.5,1753.5,973.0,1094.0,11852.5,31.3,6786.0,7674.5,115.0,1585.0,1208.0,661.0,631.0,425.5,419.5,519.5,471.0,1639.0,1634.5,696.5,2157.5,1374.0,46626.0,1550.0,8071.0,6439.0,2081.5,4357.5,1733.5,Modern and upscale with a cultural heart.,Explore The Broad Museum and Walt Disney Concert Hall. Relax at Grand Park. Shop at the FIGat7th complex.,1.0
California,Los Angeles,Downtown City West,28754.0,15409.0,13345.0,1697.0,1409.0,1592.0,1668.0,2061.0,7642.0,4562.0,3297.0,1127.0,985.0,1587.0,866.0,261.0,32.7,7518.0,3699.0,238.0,5062.0,224.0,980.0,0.0,16151.0,5867.0,1193.0,3463.0,1946.0,2145.0,23479.0,31.3,13564.0,15341.0,230.0,3170.0,2416.0,1322.0,1262.0,851.0,831.0,1039.0,942.0,3278.0,3261.0,1393.0,4315.0,2748.0,46626.0,1550.0,15916.0,12791.0,4163.0,8628.0,3240.0,Rapidly developing and urban.,Explore the Staples Center and L.A. Live. Visit the Grammy Museum. Dine at rooftop bars with city views.,1.0
California,Los Angeles,Downtown Civic Center,38430.0,23655.0,14775.0,983.0,775.0,745.0,1203.0,3639.0,11688.0,6637.0,4331.0,1641.0,1590.0,2463.0,1808.0,927.0,35.2,9227.0,5071.0,371.0,13807.0,423.0,6639.0,39.0,18197.0,8786.0,1329.0,1237.0,1286.0,3265.0,26122.0,28.6,14945.0,16350.0,156.0,3681.0,2090.0,1227.0,3355.0,1264.0,1632.0,720.0,743.0,1482.0,5509.0,1778.0,7657.0,4221.0,58444.0,2077.0,14759.0,14438.0,8374.0,6064.0,3124.0,Governmental and historic with a mix of modern touches.,Tour City Hall’s observation deck. Attend events at Grand Park. Explore the Japanese American National Museum.,1.0
California,Los Angeles,Downtown Historic Core,9273.0,5367.0,3906.0,152.0,101.0,146.0,163.0,400.0,2762.0,1433.0,1286.0,547.0,632.0,873.0,302.0,476.0,41.2,3111.0,1925.0,25.0,2210.0,64.0,461.0,25.0,5309.0,1913.0,169.0,661.0,561.0,1024.0,8323.0,33.1,6100.0,7176.0,18.0,1378.0,226.0,65.0,290.0,271.0,372.0,392.0,222.0,3942.0,1248.0,503.0,2243.0,1323.0,26550.0,1567.0,6452.0,2803.0,1642.0,1161.0,2191.0,Vintage meets revitalization with historic architecture.,Watch a movie at the historic Los Angeles Theatre. Shop at The Last Bookstore. Attend art walks and cultural events.,1.0
California,Los Angeles,Dowtown Fashion District,13380.3333333333,7576.33333333333,5804.0,296.333333333333,335.0,406.666666666667,477.333333333333,1151.0,3849.3333333333294,2230.33333333333,1798.66666666667,693.0,880.0,700.0,341.666666666667,221.0,37.65,4360.33333333333,2118.0,327.666666666667,2417.33333333333,90.3333333333333,891.666666666667,43.0,7934.66666666667,2989.66666666667,486.0,1004.66666666667,761.0,1388.0,11400.0,30.8,6873.0,8014.66666666667,48.33333333333329,2511.66666666667,893.0,440.666666666667,501.0,402.333333333333,301.333333333333,126.0,268.0,2522.33333333333,1795.0,561.666666666667,2823.0,1567.33333333333,43406.0,1797.0,8802.33333333333,4573.66666666667,1764.66666666667,2809.0,2418.0,"Bustling and trendy, catering to shoppers and designers.",Explore Santee Alley for bargain shopping. Visit sample sales for designer fashion. Dine at local Mexican eateries.,1.0
California,Los Angeles,Echo Park,64769.0,32954.0,31815.0,3289.0,2255.0,2566.0,3006.0,3720.0,15940.0,11738.0,7970.0,3316.0,3286.0,4788.0,1863.0,1032.0,36.1,25707.0,2449.0,764.0,8411.0,225.0,1660.0,267.0,40173.0,20236.0,2209.0,4374.0,1386.0,6918.0,56644.0,31.7,26230.0,28179.0,184.0,1256.0,971.0,1381.0,2008.0,2652.0,2152.0,2317.0,2218.0,13040.0,7494.0,2564.0,14885.0,7234.0,80549.0,1827.0,41920.0,22548.0,10779.0,11769.0,6820.0,Hip and artsy with a laid-back vibe.,Paddleboat at Echo Park Lake. Explore Sunset Boulevard for trendy shops and cafes. Catch live music at The Echo.,1.0
California,Los Angeles,"El Sereno, Monterey Hills, University Hills",44881.0,23189.0,21692.0,2401.0,2268.0,2827.0,2706.0,3816.0,6984.0,5934.0,5785.0,2537.0,2452.0,3875.0,2178.0,1118.0,37.4,11735.0,1256.0,593.0,5670.0,53.0,3235.0,4.0,23232.0,13223.0,2800.0,1059.0,493.0,2340.0,40506.0,31.3,13427.0,14203.0,0.0,303.0,388.0,922.0,1150.0,920.0,1376.0,2068.0,2203.0,4873.0,6907.0,1747.0,4904.0,2507.0,76608.0,1614.0,28351.0,16373.0,9531.0,6842.0,5492.0,Quiet and affordable with a suburban feel.,Visit Ascot Hills Park for panoramic views. Enjoy local Mexican food spots. Explore Cal State LA's cultural events.,0.0
California,Los Angeles,Elysian Valley,28244.0,14236.0,14008.0,1118.0,1293.0,841.0,862.0,1326.0,5054.0,5330.0,4396.0,1759.0,1406.0,2814.0,1354.0,691.0,41.4,14131.0,452.0,542.0,5772.0,109.0,926.0,9.0,17146.0,9465.0,1061.0,494.0,269.0,4067.0,26667.0,30.5,12052.0,13126.0,54.0,588.0,319.0,414.0,954.0,1349.0,1104.0,1915.0,1160.0,5269.0,2604.0,1540.0,8585.0,4199.0,108338.0,2207.0,19315.0,8653.0,5495.0,3158.0,3112.0,"Also known as Frogtown, it’s a creative and green riverside area.",Bike along the LA River Greenway. Visit Spoke Bicycle Cafe for coffee. Attend local art and music pop-ups.,0.0
California,Los Angeles,Fairfax,37713.0,18563.0,19150.0,1615.0,1351.0,1658.0,1204.0,2401.0,9361.0,7504.0,4833.0,1983.0,1826.0,2543.0,996.0,438.0,36.5,22708.0,2388.0,140.0,7222.0,683.0,697.0,24.0,25290.0,13818.0,1292.0,588.0,754.0,5565.0,35350.0,29.1,19753.0,21848.0,33.0,1413.0,1751.0,1153.0,1752.0,1265.0,1096.0,1858.0,3266.0,8261.0,2474.0,1241.0,13003.0,7294.0,97583.0,2652.0,27774.0,9795.0,5395.0,4400.0,2693.0,"Trendy and bustling, with deep Jewish and artistic roots.",Explore The Grove and Original Farmers Market. Visit the Holocaust Museum LA. Check out streetwear boutiques on Fairfax Avenue.,1.0
California,Los Angeles,Florence-Graham,57652.0,29102.0,28550.0,4145.0,4620.0,5120.0,4820.0,4709.0,9076.0,7695.0,7594.0,2953.0,2445.0,2960.0,975.0,540.0,31.0,16284.0,4295.0,1226.0,348.0,64.0,24.0,13.0,26761.0,15966.0,2970.0,1896.0,447.0,1065.0,47180.0,35.5,13597.0,14157.0,17.0,411.0,616.0,451.0,908.0,905.0,1536.0,2257.0,2716.0,4340.0,8127.0,1538.0,1845.0,495.0,57698.0,1413.0,34043.0,23596.0,7469.0,16127.0,5587.0,"Residential and diverse, with a strong community presence.",Explore Chester Washington Golf Course. Attend local festivals and farmer’s markets. Enjoy authentic Salvadoran pupusas.,0.0
California,Los Angeles,Glassell Park,44897.0,23097.0,21800.0,2373.0,2494.0,1871.0,1966.0,2491.0,8495.0,7148.0,6003.0,3034.0,2673.0,4139.0,1592.0,618.0,38.7,17169.0,817.0,1084.0,6643.0,217.0,1141.0,6.0,26452.0,14198.0,2397.0,1257.0,398.0,4451.0,41035.0,29.7,16200.0,17095.0,40.0,897.0,487.0,872.0,1127.0,1548.0,2020.0,2143.0,1577.0,6384.0,6367.0,1941.0,8382.0,5181.0,88329.0,1934.0,29287.0,15543.0,9255.0,6288.0,4836.0,"Family-friendly and up-and-coming, with a small-town charm.",Hike in the Verdugo Mountains. Visit Glassell Park Recreation Center. Enjoy craft coffee at local cafes.,1.0
California,Los Angeles,Griffith Park,45764.0,22930.0,22834.0,2245.0,1655.0,1001.0,1059.0,1957.0,11759.0,8508.0,4993.0,2784.0,2619.0,3898.0,2040.0,1246.0,38.1,29298.0,1600.0,121.0,5403.0,591.0,1009.0,31.0,29860.0,12992.0,1055.0,1700.0,2528.0,7796.0,42107.0,28.3,21331.0,23773.0,48.0,439.0,456.0,899.0,2075.0,3330.0,3289.0,3420.0,2507.0,7310.0,5547.0,2012.0,14522.0,7346.0,86826.0,1940.0,32086.0,13304.0,8409.0,4895.0,4732.0,"Vast and natural, offering a retreat from the urban hustle.",Hike to the Griffith Observatory or Hollywood Sign. Visit the Los Angeles Zoo and Botanical Gardens. Ride the historic carousel.,1.0
California,Los Angeles,Hancock Park,48616.5,24516.5,24100.0,2563.5,2674.5,2207.0,2156.5,3437.5,10203.5,7186.5,6492.5,3066.0,2783.5,3676.0,1470.0,699.5,36.35,12195.5,2668.5,523.5,15993.0,487.0,1016.0,46.5,28543.0,14112.5,2036.0,4227.0,963.0,3614.5,41171.0,32.15,20184.0,22299.0,87.0,775.5,764.5,1698.5,2406.0,3696.5,3471.0,1786.0,1297.5,6316.5,6269.5,1989.0,10435.5,4198.0,56870.5,1720.0,24525.5,24055.0,10796.0,13259.0,4269.0,"Stately and elegant, with historic mansions.",Tour the La Brea Tar Pits and Museum. Admire historic homes on a walking tour. Visit nearby LACMA or Petersen Automotive Museum.,1.0
California,Los Angeles,Hansen Hills,99804.0,51123.0,48681.0,5650.0,6872.0,7365.0,7465.0,8076.0,15572.0,12893.0,13240.0,6323.0,4505.0,6822.0,3879.0,1142.0,34.3,33934.0,1902.0,1007.0,4574.0,67.0,318.0,88.0,48119.0,30578.0,7027.0,1587.0,606.0,2663.0,87301.0,30.1,22995.0,23926.0,15.0,552.0,1143.0,1102.0,2554.0,2385.0,2826.0,9832.0,2903.0,614.0,17118.0,2463.0,5491.0,1671.0,76942.0,1897.0,56881.0,42543.0,20577.0,21966.0,11382.0,Quiet suburban enclave with scenic hills.,Hike in the Hansen Dam Recreation Area. Swim or kayak at Hansen Dam Aquatic Center. Explore the Wildlife Learning Center.,0.0
California,Los Angeles,Harbor Gateway/Shoestring,29749.4,14425.0,15324.4,1714.2,1870.2,1790.2,1735.2,1841.4,4588.8,4112.4,3722.4,1873.0,2007.8,2650.8,1196.6,646.4,39.3,6662.2,4322.4,344.4,6955.4,130.6,654.0,39.2,15612.4,10590.2,1412.2,379.2,319.8,1111.8,26280.0,27.76,9759.4,10403.2,37.8,485.0,522.8,619.0,1023.8,1273.4,1989.4,2486.0,1067.6,898.4,4934.8,1563.4,4245.6,1631.2,77633.6,1719.4,18787.6,10610.2,5262.0,5348.2,3327.0,"Industrial and diverse, with a mix of residential and commercial zones.",Visit the Ken Malloy Harbor Regional Park. Explore cultural festivals in the area. Discover local mom-and-pop dining gems.,0.0
California,Los Angeles,Harvard Heights,56628.0,27655.0,28973.0,2494.0,3485.0,3274.0,3429.0,4294.0,10683.0,8221.0,7536.0,3090.0,3164.0,4171.0,2084.0,703.0,35.7,13244.0,1669.0,985.0,10370.0,105.0,854.0,118.0,30289.0,15603.0,1895.0,7234.0,762.0,2108.0,42454.0,34.6,19100.0,21251.0,78.0,1137.0,965.0,934.0,2067.0,1497.0,2772.0,1751.0,1926.0,8124.0,9419.0,1678.0,6381.0,1816.0,47599.0,1369.0,25371.0,30704.0,9548.0,21156.0,4895.0,"Historic and culturally rich, with a mix of old and new.",Explore historic Craftsman-style homes. Visit nearby Koreatown for dining and karaoke. Check out art deco architecture.,0.0
California,Los Angeles,Hollywood,32334.0,17189.3333333333,15144.6666666667,1035.83333333333,789.833333333333,755.5,805.5,1731.5,8535.33333333333,5849.66666666667,4302.33333333333,2225.66666666667,1711.66666666667,2620.83333333333,1295.66666666667,674.666666666667,39.05,20393.5,1812.83333333333,189.333333333333,2844.83333333333,272.833333333333,635.0,35.1666666666667,22219.6666666667,10556.0,928.833333333333,1447.0,1157.66666666667,5000.66666666667,29304.0,29.5166666666667,17429.6666666667,20249.3333333333,108.5,1248.83333333333,699.333333333333,888.666666666667,1819.0,3137.66666666667,3189.5,2793.5,1469.0,4895.33333333333,3431.5,1576.33333333333,10469.6666666667,5071.66666666667,81968.1666666667,2098.0,22705.5,9493.83333333333,5334.16666666667,4159.66666666667,3708.0,"Iconic and bustling, with glitz and glamour.",Walk the Hollywood Walk of Fame. Tour the TCL Chinese Theatre. Hike in Runyon Canyon for celebrity sightings.,1.0
California,Los Angeles,Hyde Park,44461.0,21307.0,23154.0,1910.0,2608.0,2896.0,2587.0,2917.0,5273.0,6153.0,6222.0,2670.0,3003.0,4174.0,2935.0,1113.0,40.8,5982.0,26642.0,296.0,936.0,34.0,221.0,119.0,21696.0,13645.0,764.0,1330.0,143.0,2156.0,41592.0,36.0,17132.0,18614.0,10.0,305.0,334.0,445.0,1075.0,1319.0,1415.0,2458.0,3491.0,7762.0,6927.0,2684.0,5989.0,3818.0,63990.0,1723.0,36126.0,8051.0,4258.0,3793.0,6973.0,Historically significant with a revitalizing urban feel.,Visit Leimert Park for cultural events. Explore Crenshaw Boulevard’s shops and eateries. Attend local art festivals and performances.,0.0
California,Los Angeles,Jefferson Park,49898.0,24534.0,25364.0,2888.0,2692.0,3223.0,2840.0,3753.0,8821.0,6876.0,6089.0,3015.0,2463.0,4133.0,2115.0,990.0,35.9,13547.0,12125.0,273.0,3110.0,102.0,439.0,88.0,25214.0,15401.0,2037.0,2182.0,467.0,1901.0,42506.0,34.8,16339.0,17717.0,33.0,352.0,222.0,1018.0,1239.0,1185.0,1221.0,1889.0,1884.0,8674.0,7683.0,2007.0,5337.0,2547.0,58987.0,1612.0,30346.0,18930.0,8591.0,10339.0,5966.0,Historic and residential with a touch of urban flair.,Tour Spanish Revival and Craftsman homes. Visit the nearby California African American Museum. Enjoy local jazz performances.,0.0
California,Los Angeles,Koreatown,56628.0,27655.0,28973.0,2494.0,3485.0,3274.0,3429.0,4294.0,10683.0,8221.0,7536.0,3090.0,3164.0,4171.0,2084.0,703.0,35.7,13244.0,1669.0,985.0,10370.0,105.0,854.0,118.0,30289.0,15603.0,1895.0,7234.0,762.0,2108.0,42454.0,34.6,19100.0,21251.0,78.0,1137.0,965.0,934.0,2067.0,1497.0,2772.0,1751.0,1926.0,8124.0,9419.0,1678.0,6381.0,1816.0,47599.0,1369.0,25371.0,30704.0,9548.0,21156.0,4895.0,"Vibrant and energetic, with 24/7 activity.",Enjoy Korean BBQ at spots like Kang Ho Dong Baekjeong. Sing karaoke in private rooms. Explore the Wiltern for live music.,1.0
California,Los Angeles,La Tuna Canyon,45601.0,22455.0,23146.0,2021.0,2845.0,3008.0,3148.0,3174.0,7629.0,5514.0,6898.0,2811.0,2770.0,3633.0,1410.0,740.0,37.0,18728.0,1015.0,526.0,2209.0,209.0,143.0,140.0,23124.0,14825.0,3310.0,768.0,380.0,1350.0,38990.0,29.5,12175.0,12930.0,73.0,328.0,415.0,674.0,1206.0,1488.0,2291.0,3632.0,1997.0,826.0,7594.0,2356.0,3733.0,1467.0,68132.0,1843.0,24854.0,20544.0,11728.0,8816.0,5613.0,"Rural and peaceful, ideal for outdoor lovers.",Hike La Tuna Canyon Trail. Visit Sun Valley Equestrian Center. Enjoy a scenic drive through the canyon.,1.0
California,Los Angeles,Lake View Terrace,92580.0,46078.0,46502.0,5357.0,5098.0,6177.0,7175.0,6453.0,13727.0,12505.0,11572.0,6370.0,5915.0,7568.0,3175.0,1488.0,36.9,39830.0,3511.0,1374.0,7151.0,332.0,313.0,243.0,47398.0,31803.0,5444.0,659.0,463.0,3879.0,83146.0,31.1,24927.0,26221.0,136.0,1581.0,2589.0,1661.0,5943.0,3284.0,4043.0,4622.0,1696.0,666.0,15700.0,4535.0,9158.0,3490.0,89264.0,2099.0,59156.0,32678.0,19051.0,13627.0,11276.0,Rustic and equestrian-friendly.,Visit Hansen Dam Park for trails and picnics. Explore the Wildlife Waystation. Horseback ride along scenic trails.,0.0
California,Los Angeles,Leimert Park,41487.0,20057.5,21429.5,2216.0,2073.0,2649.5,2092.5,3024.5,6965.0,5778.0,5310.5,2506.5,2323.5,3816.5,1872.5,859.0,38.75,8338.0,16586.0,305.0,2050.5,89.0,289.0,62.0,21453.5,12884.5,1538.5,2023.0,313.5,1861.5,36673.0,34.8,15516.5,16914.5,34.0,209.0,335.5,721.0,973.5,988.5,2420.0,3121.0,2328.0,5784.0,6267.0,2013.5,4827.0,3079.0,58433.5,1604.0,28318.5,12846.0,5719.0,7127.0,5630.0,Artistic and cultural hub with deep African American roots.,Visit Art + Practice for contemporary art exhibits. Attend drum circles at Leimert Plaza Park. Dine at local soul food restaurants.,1.0
California,Los Angeles,Little Tokyo,38430.0,23655.0,14775.0,983.0,775.0,745.0,1203.0,3639.0,11688.0,6637.0,4331.0,1641.0,1590.0,2463.0,1808.0,927.0,35.2,9227.0,5071.0,371.0,13807.0,423.0,6639.0,39.0,18197.0,8786.0,1329.0,1237.0,1286.0,3265.0,26122.0,28.6,14945.0,16350.0,156.0,3681.0,2090.0,1227.0,3355.0,1264.0,1632.0,720.0,743.0,1482.0,5509.0,1778.0,7657.0,4221.0,58444.0,2077.0,14759.0,14438.0,8374.0,6064.0,3124.0,"Quaint and culturally rich, with a mix of traditional and modern Japanese culture.",Explore the Japanese American National Museum. Shop for unique goods at Japanese Village Plaza. Dine at iconic ramen and sushi spots.,1.0
California,Los Angeles,Los Angeles International Airport,41123.0,19445.0,21678.0,1953.0,1639.0,1437.0,3918.0,4246.0,6585.0,5625.0,5017.0,2463.0,2583.0,3413.0,1362.0,882.0,36.2,23160.0,3601.0,450.0,6130.0,791.0,2092.0,76.0,23417.0,13230.0,1062.0,207.0,997.0,5155.0,39676.0,27.1,15852.0,17377.0,181.0,1910.0,1311.0,1174.0,1196.0,1127.0,1168.0,4594.0,4444.0,272.0,2268.0,2045.0,10545.0,6616.0,125692.0,2787.0,34268.0,6817.0,3776.0,3041.0,3447.0,"Hub of activity, surrounded by commercial developments.",Visit the Flight Path Museum & Learning Center. Explore nearby Dockweiler State Beach. Dine at iconic In-N-Out Burger with runway views.,0.0
California,Los Angeles,Melrose,35309.3333333333,18805.6666666667,16503.6666666667,1141.33333333333,849.666666666667,983.0,638.333333333333,1767.0,9041.66666666667,6883.33333333333,4950.33333333333,2365.66666666667,1881.66666666667,2822.33333333333,1308.33333333333,676.666666666667,39.9,24382.0,1854.33333333333,106.0,3930.0,370.333333333333,644.333333333333,28.6666666666667,24857.6666666667,13157.3333333333,989.666666666667,760.0,810.333333333333,5577.0,33187.6666666667,28.5666666666667,20367.6666666667,22785.0,27.0,1094.33333333333,1182.33333333333,1086.0,2099.66666666667,3598.0,3210.0,3083.66666666667,1903.33333333333,5500.66666666667,2443.33333333333,1866.33333333333,12910.0,6947.0,97018.3333333333,2473.33333333333,26127.6666666667,9035.0,5542.66666666667,3492.33333333333,3713.3333333333294,"Edgy, trendy, and full of character.",Shop for unique finds at vintage stores. Discover street art along Melrose Avenue. Enjoy upscale dining and dessert spots.,1.0
California,Los Angeles,Mid-City,59410.0,29802.0,29608.0,2902.0,2246.0,3235.0,2640.0,3527.0,10790.0,10065.0,7762.0,4365.0,3367.0,5069.0,2166.0,1276.0,38.8,18118.0,10624.0,339.0,10302.0,269.0,680.0,195.0,34043.0,19515.0,2119.0,3367.0,415.0,4269.0,49945.0,31.0,23576.0,26022.0,5.0,430.0,974.0,881.0,1188.0,2077.0,2507.0,2910.0,3146.0,11904.0,9353.0,2713.0,10898.0,5483.0,65972.0,1813.0,36695.0,22042.0,9034.0,13008.0,5513.0,"Central and convenient, with a mix of historic charm and modern life.",Visit the Craft Contemporary Museum. Explore Fairfax District’s markets and boutiques. Enjoy dining at diverse local eateries.,0.0
California,Los Angeles,Mid-City West,20411.0,10293.0,10118.0,845.0,478.0,369.0,300.0,828.0,5451.0,3208.0,2627.0,1542.0,738.0,2004.0,1199.0,822.0,39.3,15644.0,819.0,16.0,1474.0,174.0,440.0,0.0,13538.0,7108.0,419.0,157.0,501.0,3462.0,19292.0,26.1,11564.0,13755.0,19.0,975.0,458.0,512.0,1174.0,2150.0,1615.0,1595.0,932.0,4325.0,1542.0,748.0,7690.0,4436.0,102244.0,2402.0,14371.0,5657.0,3964.0,1693.0,2134.0,"Trendy and artsy, a hotspot for young professionals.",Shop at The Grove or boutique stores on 3rd Street. Dine at Jon & Vinny’s or Blue Bottle Coffee. Visit LACMA or the Petersen Automotive Museum.,1.0
California,Los Angeles,Miracle Mile,37713.0,18563.0,19150.0,1615.0,1351.0,1658.0,1204.0,2401.0,9361.0,7504.0,4833.0,1983.0,1826.0,2543.0,996.0,438.0,36.5,22708.0,2388.0,140.0,7222.0,683.0,697.0,24.0,25290.0,13818.0,1292.0,588.0,754.0,5565.0,35350.0,29.1,19753.0,21848.0,33.0,1413.0,1751.0,1153.0,1752.0,1265.0,1096.0,1858.0,3266.0,8261.0,2474.0,1241.0,13003.0,7294.0,97583.0,2652.0,27774.0,9795.0,5395.0,4400.0,2693.0,Cultural and historic with a modern twist.,Tour LACMA and the La Brea Tar Pits. Explore the Academy Museum of Motion Pictures. Enjoy local food trucks or cafes along Wilshire Boulevard.,1.0
